"parent mass","GNPSLibraryURL","AllGroups","G3","GNPSLinkout_Network","Data_Collector","tags","UniqueFileSources","RTMean","G5","G4","SpectrumID","G6","Instrument","MQScore","GNPSLinkout_Cluster","Smiles","IonMode","Library_Class","Adduct","SharedPeaks","Compound_Source","Compound_Name","G1","number of spectra","charge","componentindex","PI","MZErrorPPM","sum(precursor intensity)","INCHI","G2","Ion_Source","RTConsensus","MassDiff","precursor mass","DefaultGroups","cluster index","id"
490.29,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=117&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","R425-3-Me.mzXML|S801-3-Bu.mzXML|H721-3-Bu.mzXML|S801-3-Me.mzXML",1333.87909090909,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=187303&show=true","","","","","","","",11,11,0,"117","","",1437680,"",0,"",0,"",490.29,"G1",187303,"187303"
1365.86,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","S863-3-EA.mzXML",1215.85333333333,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=286877&show=true","","","","","","","",3,3,0,"-1","","",1170210,"",0,"",0,"",683.429,"G1",286877,"286877"
486.427,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","S296-3-Bu.mzXML",1539.87,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=183512&show=true","","","","","","","",2,2,0,"-1","","",348591,"",0,"",0,"",486.427,"G1",183512,"183512"
769.43,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","Y239-3-EA.mzXML|R114-3-EA.mzXML|Y282-3-EA.mzXML|S342-3-EA.mzXML",1464.845,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=314671&show=true","","","","","","","",4,4,0,"-1","","",611943,"",0,"",0,"",769.43,"G1",314671,"314671"
491.297,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","S197-3-EA.mzXML|Y231-3-EA.mzXML",1522.34833333333,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=187674&show=true","","","","","","","",6,6,0,"-1","","",480190,"",0,"",0,"",491.297,"G1",187674,"187674"
458.26,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","H646-3-Me.mzXML|R921-3-Me.mzXML|B458-3-Me.mzXML|R942-3-Me.mzXML|P105-3-Me.mzXML|Y681-3-Me.mzXML|S342-3-Me.mzXML",568.597375,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=162546&show=true","","","","","","","",8,8,0,"-1","","",776365,"",0,"",0,"",458.26,"G1",162546,"162546"
622.029,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","T005-3-EA.mzXML|S863-3-Me.mzXML|S863-3-Bu.mzXML",232.5315,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=261472&show=true","","","","","","","",6,6,0,"-1","","",170724,"",0,"",0,"",622.029,"G1",261472,"261472"
534.413,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","H713-3-Bu.mzXML",1511.1225,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=218255&show=true","","","","","","","",4,4,0,"-1","","",1487680,"",0,"",0,"",534.413,"G1",218255,"218255"
406.741,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","S197-3-Me.mzXML|Y012-3-Me.mzXML",743.6345,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=11124&show=true","","","","","","","",2,2,0,"-1","","",48615,"",0,"",0,"",406.741,"G1",11124,"11124"
841.829,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","Y282-3-Bu.mzXML|Y239-3-Bu.mzXML|Q768-3-Bu.mzXML|S673-3-EA.mzXML|Y282-3-Me.mzXML|T799-3-Bu.mzXML|R416-3-Me.mzXML|S960-3-Me.mzXML",961.0103,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=329907&show=true","","","","","","","",10,10,0,"-1","","",6198490,"",0,"",0,"",841.829,"G1",329907,"329907"
513.353,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","H721-3-EA.mzXML|Y486-3-EA.mzXML",1377.855,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=207356&show=true","","","","","","","",2,2,0,"-1","","",240301,"",0,"",0,"",513.353,"G1",207356,"207356"
1101.12,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=933&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","S243-3-Bu.mzXML|S143-3-Bu.mzXML|Y486-3-Bu.mzXML|S325-3-Bu.mzXML|H721-3-Bu.mzXML|S342-3-Bu.mzXML|S820-3-Bu.mzXML|R510-3-Bu.mzXML",833.129866666667,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=223488&show=true","","","","","","","",15,15,0,"933","","",3267570,"",0,"",0,"",551.058,"G1",223488,"223488"
770.85,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=159&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","Y486-3-Me.mzXML|S996-3-Bu.mzXML|Y012-3-Bu.mzXML|T045-3-Bu.mzXML|T148-3-Bu.mzXML|R416-3-Bu.mzXML|Q768-3-Bu.mzXML|Q768-3-EA.mzXML|Y678-3-Me.mzXML|S991-3-Bu.mzXML|T569-3-EA.mzXML|S673-3-Bu.mzXML|Y282-3-Me.mzXML|R425-3-Bu.mzXML|H963-3-EA.mzXML|T148-3-Me.mzXML|S991-3-EA.mzXML|S991-3-Me.mzXML|Y282-3-Bu.mzXML|Y012-3-Me.mzXML|R114-3-Me.mzXML|S237-3-Bu.mzXML|R894-3-Bu.mzXML|S960-3-Bu.mzXML|T148-3-EA.mzXML|H963-3-Bu.mzXML|R425-3-EA.mzXML|S996-3-EA.mzXML|T569-3-Bu.mzXML|T799-3-EA.mzXML|T138-3-Bu.mzXML|R425-3-Me.mzXML|S744-3-EA.mzXML|neg-3-Me.mzXML|T799-3-Bu.mzXML|R114-3-Bu.mzXML|R416-3-Me.mzXML|Y681-3-Bu.mzXML|H962-3-Bu.mzXML|S960-3-Me.mzXML|neg-3-EA.mzXML|R510-3-Me.mzXML|R551-3-EA.mzXML|T138-3-Me.mzXML|Y685-3-Bu.mzXML|T250-3-Bu.mzXML|T029-3-Me.mzXML|T799-3-Me.mzXML|Y254-3-Me.mzXML|H898-3-Bu.mzXML|Y678-3-Bu.mzXML|H898-3-EA.mzXML|R894-3-EA.mzXML|R894-3-Me.mzXML|S205-3-Bu.mzXML|neg-3-Bu.mzXML|S205-3-Me.mzXML|S744-3-Me.mzXML|Y331-3-Bu.mzXML|Y239-3-Me.mzXML|T045-3-EA.mzXML|S197-3-Bu.mzXML|R551-3-Me.mzXML|S996-3-Me.mzXML|Y239-3-Bu.mzXML|S237-3-EA.mzXML|S205-3-EA.mzXML|T029-3-EA.mzXML|R551-3-Bu.mzXML|T045-3-Me.mzXML|T250-3-Me.mzXML|T029-3-Bu.mzXML|T138-3-EA.mzXML|Y331-3-EA.mzXML|H962-3-Me.mzXML|S744-3-Bu.mzXML|Y685-3-Me.mzXML|S673-3-Me.mzXML|H963-3-Me.mzXML|R416-3-EA.mzXML|Y331-3-Me.mzXML|Y282-3-EA.mzXML|T569-3-Me.mzXML",1428.24365284974,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=314749&show=true","","","","","","","",386,386,0,"159","","",19608200,"",0,"",0,"",770.85,"G1",314749,"314749"
763.406,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","S237-3-Me.mzXML|S237-3-Bu.mzXML",624.066666666667,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=314276&show=true","","","","","","","",3,3,0,"-1","","",169937,"",0,"",0,"",763.406,"G1",314276,"314276"
484.15,"http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000079466"," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","VVP/LMS","nan","T138-3-Bu.mzXML|X891-3-Bu.mzXML|R107-3-Bu.mzXML",1012.35,0,0,"CCMSLIB00000079466",0,"qTof","0.0823922","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=181925&show=true","CC(Oc1cc2oc(=O)cc(c3ccccc3)c2cc1Cl)C(=O)NC[C@H]4CC[C@@H](CC4)C(=O)O","Positive","1","M+H","8","NIH Natural Product Library","MLS001140994-01!4-[[2-(6-chloro-2-oxo-4-phenylchromen-7-yl)oxypropanoylamino]methyl]cyclohexane-1-carboxylic acid",5,5,0,"-1","Dorrestein","6.24026",192317,"InChI=1S/C26H26ClNO6/c1-15(25(30)28-14-16-7-9-18(10-8-16)26(31)32)33-23-13-22-20(11-21(23)27)19(12-24(29)34-22)17-5-3-2-4-6-17/h2-6,11-13,15-16,18H,7-10,14H2,1H3,(H,28,30)(H,31,32)/t15?,16-,18-",0,"LC-ESI",0,"0.00302124",484.15,"G1",181925,"181925"
634.877,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=77&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","Y012-3-Bu.mzXML|T045-3-Bu.mzXML|Y678-3-Me.mzXML|S673-3-EA.mzXML|Y282-3-Me.mzXML|S991-3-Me.mzXML|Y260-3-Me.mzXML|Y012-3-Me.mzXML|S237-3-Bu.mzXML|T569-3-Bu.mzXML|R425-3-EA.mzXML|R425-3-Me.mzXML|T250-3-EA.mzXML|R416-3-Me.mzXML|R551-3-EA.mzXML|T138-3-Me.mzXML|T029-3-Me.mzXML|T799-3-Me.mzXML|H898-3-Bu.mzXML|S205-3-Bu.mzXML|neg-3-Bu.mzXML|S744-3-Me.mzXML|R894-3-Me.mzXML|S197-3-Bu.mzXML|R551-3-Me.mzXML|S996-3-Me.mzXML|S103-3-EA.mzXML|H646-3-Bu.mzXML|S237-3-Me.mzXML|S197-3-Me.mzXML|S801-3-EA.mzXML|T138-3-EA.mzXML|H962-3-Me.mzXML|Y331-3-EA.mzXML|T569-3-Me.mzXML",1452.8347826087,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=265328&show=true","","","","","","","",46,46,0,"77","","",3040620,"",0,"",0,"",634.877,"G1",265328,"265328"
557.326,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","Y280-3-EA.mzXML|R942-3-EA.mzXML|B527-3-EA.mzXML",1479.87333333333,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=227580&show=true","","","","","","","",3,3,0,"-1","","",139063,"",0,"",0,"",557.326,"G1",227580,"227580"
405.179,"http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00006570733"," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","BMDMS-NP","nan","T045-3-Bu.mzXML|T148-3-Bu.mzXML|S205-3-EA.mzXML|T148-3-EA.mzXML|T569-3-EA.mzXML|T138-3-EA.mzXML|T045-3-EA.mzXML",530.9680625,0,0,"CCMSLIB00006570733",0,"Orbitrap","0.154281","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=10650&show=true","O=C(OC)C1=COC(C)C2CN3CCC=4C=5C=CC(OC)=CC5NC4C3CC12","Positive","1","[M+Na]+","6","Commercial standard","reserpinine",16,16,0,"-1","BMDMS-NP","2.4855099999999997",642534,"InChI=1S/C22H26N2O4/c1-12-17-10-24-7-6-15-14-5-4-13(26-2)8-19(14)23-21(15)20(24)9-16(17)18(11-28-12)22(25)27-3/h4-5,8,11-12,16-17,20,23H,6-7,9-10H2,1-3H3",0,"ESI",0,"0.00100708",405.179,"G1",10650,"10650"
421.808,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","T148-3-Me.mzXML|T148-3-Bu.mzXML",707.50125,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=81513&show=true","","","","","","","",8,8,0,"-1","","",516691,"",0,"",0,"",421.808,"G1",81513,"81513"
598.358,"http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000531536"," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=75&task=382fedaf8ec0400b9323e2a170083f89&show=true","mcruesemann","nan","T084-3-Bu.mzXML|T609-3-Bu.mzXML|S237-3-Bu.mzXML|S237-3-EA.mzXML|T133-3-Bu.mzXML|Y646-3-Bu.mzXML|Y646-3-Me.mzXML|S237-3-Me.mzXML|T609-3-Me.mzXML",689.0955625,0,0,"CCMSLIB00000531536",0,"qTof","0.818242","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=252989&show=true"," ","Positive","3","M+H","11","Crude","21-hydroxyrosamicin ",16,16,0,"75","Moore","3.3661300000000005",1522340," ",0,"LC-ESI",0,"0.00201416",598.358,"G1",252989,"252989"
645.171,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","T798-3-EA.mzXML|T857-3-EA.mzXML|X481-3-EA.mzXML|S299-3-EA.mzXML|T800-3-EA.mzXML",973.38,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=274106&show=true","","","","","","","",6,6,0,"-1","","",463930,"",0,"",0,"",645.171,"G1",274106,"274106"
523.275,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","H996-3-Me.mzXML|T584-3-Me.mzXML|S143-3-Me.mzXML|H732-3-Me.mzXML|R114-3-Me.mzXML|R416-3-Me.mzXML|S325-3-Me.mzXML|S960-3-Me.mzXML|T138-3-Me.mzXML|Q884-3-Me.mzXML|T029-3-Me.mzXML|S205-3-Bu.mzXML|Y254-3-Me.mzXML|S205-3-Me.mzXML|T084-3-Me.mzXML|S820-3-Me.mzXML|Y690-3-Me.mzXML|Q768-3-Me.mzXML|T250-3-Me.mzXML|H963-3-Me.mzXML|S744-3-Bu.mzXML|B440-3-Bu.mzXML|H643-3-Me.mzXML",599.250405405405,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=211717&show=true","","","","","","","",37,37,0,"-1","","",3591280,"",0,"",0,"",523.275,"G1",211717,"211717"
631.526,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","H732-3-EA.mzXML",1444.385,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=264758&show=true","","","","","","","",2,2,0,"-1","","",265179,"",0,"",0,"",631.526,"G1",264758,"264758"
825.168,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","R416-3-Bu.mzXML|T250-3-Bu.mzXML|T799-3-Me.mzXML|R416-3-Me.mzXML|H963-3-Me.mzXML|S960-3-EA.mzXML|H963-3-EA.mzXML|R416-3-EA.mzXML",906.7948,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=326365&show=true","","","","","","","",10,10,0,"-1","","",8052160,"",0,"",0,"",825.168,"G1",326365,"326365"
608.293,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","T850-3-Me.mzXML",1239.39,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=254882&show=true","","","","","","","",2,2,0,"-1","","",99709,"",0,"",0,"",608.293,"G1",254882,"254882"
403.342,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","S863-3-Me.mzXML",336.225,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=10103&show=true","","","","","","","",2,2,0,"-1","","",47848,"",0,"",0,"",403.342,"G1",10103,"10103"
857.529,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=104&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","T799-3-EA.mzXML|T799-3-Me.mzXML|S673-3-EA.mzXML|S673-3-Bu.mzXML|S744-3-Me.mzXML|H963-3-Me.mzXML|R425-3-Bu.mzXML|H963-3-EA.mzXML",887.984166666667,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=331994&show=true","","","","","","","",18,18,0,"104","","",18783000,"",0,"",0,"",857.529,"G1",331994,"331994"
433.23,"http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00010105166"," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","JGI","nan","Y281-3-EA.mzXML|H646-3-Bu.mzXML",1019.217,0,0,"CCMSLIB00010105166",0,"Orbitrap","0.145008","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=118442&show=true","C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(O)C1C(C)(C)CCC(O)C12C","Positive","3","M+Na","6","Commercial","forskolin CollisionEnergy:102040",2,2,0,"-1","Trent Northen","23.1055",176531,"""InChI=1S/C22H34O7/c1-8-19(5)11-14(25)22(27)20(6)13(24)9-10-18(3,4)16(20)15(26)17(28-12(2)23)21(22,7)29-19/h8,13,15-17,24,26-27H,1,9-11H2,2-7H3/t13-,15-,16-,17-,19-,20-,21+,22-/m0/s1""",0,"LC-ESI",0,"0.0100098",433.23,"G1",118442,"118442"
656.31,"http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00010013005"," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=310&task=382fedaf8ec0400b9323e2a170083f89&show=true","Douglas Sweeney","nan","H646-3-Bu.mzXML|X891-3-Bu.mzXML|H941-3-EA.mzXML|Y281-3-EA.mzXML|T799-3-EA.mzXML|R107-3-EA.mzXML|S205-3-EA.mzXML|Y234-3-EA.mzXML|H718-3-Bu.mzXML|S205-3-Bu.mzXML|S991-3-Bu.mzXML|R921-3-Bu.mzXML|Y260-3-EA.mzXML|Y260-3-Bu.mzXML|S205-3-Me.mzXML|R416-3-EA.mzXML|X891-3-EA.mzXML",925.294675675676,0,0,"CCMSLIB00010013005",0,"qTof","0.745055","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=278036&show=true"," ","Positive","3","M+H","20","Lysate","rifamycin W",37,37,0,"310","Paul Jensen","6.0448699999999995",5159720," ",0,"LC-ESI",0,"0.00396729",656.31,"G1",278036,"278036"
528.307,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","H646-3-Bu.mzXML|T045-3-Me.mzXML|T569-3-Me.mzXML",666.425,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=214370&show=true","","","","","","","",3,3,0,"-1","","",131852,"",0,"",0,"",528.307,"G1",214370,"214370"
655.03,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=829&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","Y678-3-Me.mzXML|H877-3-Bu.mzXML|Y011-3-Bu.mzXML|B536-3-Me.mzXML|T584-3-Bu.mzXML|R921-3-Me.mzXML|B458-3-Me.mzXML|B527-3-EA.mzXML|T796-3-Me.mzXML|T001-3-Me.mzXML|T849-3-EA.mzXML|Q748-3-EA.mzXML|T133-3-Bu.mzXML|Y237-3-EA.mzXML|Y330-3-Me.mzXML|H905-3-Me.mzXML|H646-3-Me.mzXML|H646-3-Bu.mzXML|Y011-3-EA.mzXML|P105-3-EA.mzXML|B476-3-Bu.mzXML|S416-3-Bu.mzXML|P193-3-EA.mzXML|T851-3-Me.mzXML|B458-3-Bu.mzXML|S416-3-Me.mzXML|S055-3-EA.mzXML|H996-3-Me.mzXML|T584-3-Me.mzXML|T584-3-EA.mzXML|X508-3-EA.mzXML|T133-3-EA.mzXML|T005-3-Bu.mzXML|Y260-3-Me.mzXML|S863-3-Me.mzXML|X482-3-Me.mzXML|Y231-3-Me.mzXML|T133-3-Me.mzXML|B536-3-Bu.mzXML|R699-3-Bu.mzXML|Y256-3-EA.mzXML|T851-3-EA.mzXML|Y260-3-Bu.mzXML|T796-3-Bu.mzXML|S416-3-EA.mzXML|X508-3-Me.mzXML|H996-3-EA.mzXML|S197-3-Me.mzXML|Y280-3-Bu.mzXML|R942-3-Me.mzXML|T849-3-Bu.mzXML|Y202-3-EA.mzXML|B440-3-Me.mzXML|Q748-3-Bu.mzXML|H964-3-Me.mzXML|Y237-3-Me.mzXML|S051-3-Bu.mzXML|T609-3-Me.mzXML|S051-3-Me.mzXML|S863-3-Bu.mzXML|B527-3-Me.mzXML|Y280-3-Me.mzXML|S197-3-EA.mzXML|Y260-3-EA.mzXML|T849-3-Me.mzXML|B476-3-EA.mzXML|H877-3-Me.mzXML|S103-3-Me.mzXML|P105-3-Me.mzXML|T124-3-Me.mzXML|S051-3-EA.mzXML|R699-3-Me.mzXML|Y256-3-Me.mzXML|T609-3-Bu.mzXML|Y202-3-Me.mzXML|T609-3-EA.mzXML|T603-3-Bu.mzXML|Y330-3-Bu.mzXML|T603-3-Me.mzXML|S103-3-EA.mzXML|P193-3-Bu.mzXML|T124-3-EA.mzXML|Y202-3-Bu.mzXML|S055-3-Me.mzXML|H646-3-EA.mzXML|S055-3-Bu.mzXML|Y012-3-Bu.mzXML|Y280-3-EA.mzXML|T796-3-EA.mzXML|P105-3-Bu.mzXML|Y256-3-Bu.mzXML|Y011-3-Me.mzXML|R942-3-Bu.mzXML|T001-3-EA.mzXML|Y012-3-Me.mzXML|H941-3-Me.mzXML|Y678-3-EA.mzXML|R921-3-EA.mzXML|H996-3-Bu.mzXML|B527-3-Bu.mzXML|B476-3-Me.mzXML|T005-3-Me.mzXML|Y330-3-EA.mzXML|R942-3-EA.mzXML|B458-3-EA.mzXML|S197-3-Bu.mzXML|Y234-3-EA.mzXML|R699-3-EA.mzXML|Q748-3-Me.mzXML|X508-3-Bu.mzXML|T851-3-Bu.mzXML|P193-3-Me.mzXML",1324.1705050505,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=277730&show=true","","","","","","","",297,297,0,"829","","",28501300,"",0,"",0,"",655.03,"G1",277730,"277730"
629.247,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=39&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","T859-3-EA.mzXML|T859-3-Me.mzXML|T850-3-EA.mzXML|T800-3-EA.mzXML|T857-3-EA.mzXML|S299-3-EA.mzXML|X814-3-EA.mzXML|T800-3-Me.mzXML|T798-3-EA.mzXML|X481-3-EA.mzXML",1113.96470588235,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=264038&show=true","","","","","","","",17,17,0,"39","","",790729,"",0,"",0,"",629.247,"G1",264038,"264038"
